114.164	386.346	2661.99
115.245	389.698	2667.17
114.383	389.737	2665.97
113.193	388.611	2664.32
113.534	388.427	2666.41
114.274	388.672	2668.51
113.721	387.678	2666.88
112.348	386.211	2666.38
111.439	386.963	2666.28
109.732	388.096	2667.34
109.523	387.043	2670.41
110.109	385.536	2671.78
109.638	385.185	2670.39
108.507	385.037	2669.67
107.912	385.145	2669.65
107.415	384.963	2668.35
107.061	384.87	2667.43
107.139	383.861	2664.25
106.891	382.903	2661.27
105.201	382.019	2661.25
105.39	381.458	2664.88
106.666	380.99	2666.69
105.772	381.067	2663.11
102.934	381.335	2662.97
102.125	380.753	2665.8
102.7	379.401	2663.94
102.27	378.807	2660.49
100.821	378.159	2658.04
101.275	377.758	2660.36
102.397	377.318	2662.22
102.2	377.792	2660.94
101.691	378.552	2659.74
101.442	378.479	2659.11
100.528	378.851	2659.85
99.7369	378.912	2659.82
98.3793	377.732	2660.9
97.2753	377.412	2661.12
96.0759	377.583	2659.6
95.6689	377.122	2659.6
95.3582	376.739	2658.43
94.8954	377.134	2657.03
93.6373	376.873	2657.24
93.4575	376.05	2659.13
94.0286	375.872	2658.63
93.1409	376.061	2654.78
91.28	375.287	2651.3
90.9046	374.785	2651.4
90.4054	374.776	2651.04
90.0413	375.237	2650.77
89.8153	375.458	2649.46
89.3617	374.8	2647.63
88.2333	374.333	2646.21
87.6424	374.419	2645.77
86.6901	374.59	2645.33
86.457	374.348	2646.11
86.851	374.171	2644.66
86.9241	374.23	2643.18
86.6477	372.227	2643.16
86.2354	371.183	2642.53
85.2768	371.04	2642.19
84.2054	370.892	2640.73
82.4955	371.425	2638.61
81.7872	371.777	2638.4
81.5648	371.837	2635.43
81.4594	371.435	2633.52
80.3995	370.635	2633.77
79.0277	370.504	2632.12
77.763	370.578	2626.88
78.0017	370.867	2626.47
77.5127	370.642	2628.96
77.6815	369.983	2631.95
78.5254	369.527	2634.25
77.9488	369.225	2632.57
76.9914	368.844	2630.33
75.9746	368.987	2627.82
75.1412	369.002	2621.84
75.7854	369.054	2621.25
75.7311	369.306	2623.7
74.799	369.291	2622.78
73.4008	368.456	2621.71
72.5361	367.917	2621.18
71.5705	368.537	2618.76
71.513	368.973	2618.81
71.1853	368.875	2619.97
70.7306	368.668	2620.05
70.3323	368.462	2619.19
70.1681	368.291	2618.9
69.744	368.524	2618.87
69.5173	368.779	2619.02
68.8237	368.82	2620.55
67.7683	369.217	2619.93
67.0145	369.697	2616.32
65.9628	369.337	2612.26
64.4081	368.371	2606.29
64.1447	367.971	2604.54
63.2423	367.655	2603.47
63.3599	367.764	2604.85
63.8113	368.145	2605.93
63.4703	367.903	2604.76
62.9198	367.799	2603.04
62.5109	368.125	2601.82
62.2211	367.316	2599.46
62.1024	366.688	2598.07
61.4672	367.054	2597
60.7302	367.004	2595.35
59.2192	366.449	2594.38
58.4334	366.475	2594.41
57.7595	366.348	2592.9
57.4888	366.148	2592.38
57.3108	365.975	2590.82
56.7419	365.917	2588.51
56.2209	365.37	2584.15
56.9916	364.603	2584.37
57.3101	363.841	2587.25
56.2711	363.786	2585.68
55.227	364.264	2581.47
54.6326	364.604	2578.96
53.4489	364.853	2576.23
53.1482	365.146	2575.82
51.7063	365.414	2578.41
50.6894	365.085	2579.93
50.6467	364.738	2577.42
50.1335	364.656	2574.39
48.2278	364.442	2573.49
47.5885	364.606	2574.74
48.2055	364.74	2571.65
48.1945	364.183	2568.31
47.1295	363.689	2566.51
46.3491	364.113	2565.2
45.6427	364.346	2561.93
45.4808	363.999	2560.56
44.8154	363.737	2559.75
44.5053	363.206	2559.55
44.3431	362.554	2558.23
43.8146	363.042	2556.28
42.8007	363.364	2554.2
42.7569	363.129	2554.55
42.5728	363.357	2555.24
40.9733	363.709	2551.52
38.9496	364.228	2544.8
38.7199	364.732	2543.54
38.1525	365.252	2542.42
38.0899	364.684	2542.46
38.0949	363.307	2542.39
37.5735	363.321	2540.97
36.8066	363.925	2538.59
36.54	363.996	2537.66
36.145	364.069	2536.26
36.2552	364.035	2536.38
36.5914	363.704	2536.13
35.1404	363.31	2531.17
32.7307	362.692	2524.5
32.6954	362.787	2524.6
32.5528	363	2525
32.6178	363.248	2525.74
32.9211	363.614	2526.21
31.9971	363.279	2523.24
30.5752	362.703	2518.94
30.832	362.472	2519.52
31.3629	362.057	2519.98
29.9934	362.278	2515.44
27.4513	363.102	2509.99
